USD,AUD,Australian Dollar,1.3796,4/1/2019,8:00:31,,,
USD,CAD,Canadian Dollar,1.3071,4/1/2019,8:00:31,,,
USD,CHF,Swiss Franc,0.9741,4/1/2019,8:00:31,,,
USD,HUF,Hungarian Forint,278.88,4/1/2019,8:00:31,,,
USD,CZK,Czech Koruna,22.4,4/1/2019,8:00:31,,,
USD,DKK,Danish Kroner,6.5209,4/1/2019,8:00:31,,,
USD,EUR,Euro,0.8723,4/1/2019,8:00:31,,,
USD,FJD,Fiji Dollar,2.0554,4/1/2019,8:00:31,,,
USD,GBP,British Pound,0.7509,4/1/2019,8:00:31,,,
USD,HKD,Hong Kong Dollar,7.6931,4/1/2019,8:00:31,,,
USD,MYR,Malaysian Ringgit,3.9063,4/1/2019,8:00:31,,,
USD,JPY,Japanese Yen,108.52,4/1/2019,8:00:31,,,
USD,MXN,Mexican Peso,18.95898,4/1/2019,8:00:31,,,
USD,NOK,Norwegian Kroner,8.4318,4/1/2019,8:00:31,,,
USD,NZD,New Zealand Dollar,1.44,4/1/2019,8:00:31,,,
USD,SEK,Swedish Kronor,9.0944,4/1/2019,8:00:31,,,
USD,SGD,Singapore Dollar,1.3276,4/1/2019,8:00:31,,,
USD,THB,Thai Baht,31.05,4/1/2019,8:00:31,,,
USD,TND,Tunisian Dinar,2.9218,4/1/2019,8:00:31,,,
USD,XPF,Central Polynesian Franc,103.2551,4/1/2019,8:00:31,,,
USD,ZAR,South African Rand,14.1432,4/1/2019,8:00:31,,,
USD,CNY,Chinese Renminbi Yuan,6.3823,4/1/2019,8:00:31,,,
USD,BWP,Botswana Pula,10.3164,4/1/2019,8:00:31,,,
USD,MRU,Mauritanian Ouguiya,34.69,4/1/2019,8:00:31,,,
USD,MVR,Maldives Rufiyaa,14.74,4/1/2019,8:00:31,,,
USD,MWK,Malawi Kwacha,691.9,4/1/2019,8:00:31,,,
USD,ECS,Ecuadorian Sucre,24464,4/1/2019,8:00:31,,,
USD,EGP,Egyptian Pound,16.60404,4/1/2019,8:00:31,,,
USD,IDR,Indonesian Rupiah,13843,4/1/2019,8:00:31,,,
USD,ILS,Israeli Shekel,3.5407,4/1/2019,8:00:31,,,
USD,INR,Indian Rupee,66.86,4/1/2019,8:00:31,,,
USD,ISK,Iceland Krona,114.7,4/1/2019,8:00:31,,,
USD,ALL,Albanian Lek,103.94,4/1/2019,8:00:31,,,
USD,KRW,South Korean Won,1088.1,4/1/2019,8:00:31,,,
USD,MAD,Moroccan Dirham,9.3721,4/1/2019,8:00:31,,,
USD,AMD,Armenian Dram,464.76,4/1/2019,8:00:31,,,
USD,SCR,Seychelles Rupee,12.5934,4/1/2019,8:00:31,,,
USD,ANG,Netherlands Antilles Guilder,1.732,4/1/2019,8:00:31,,,
USD,AED,Utd. Arab Emir. Dirham,3.5901,4/1/2019,8:00:31,,,
USD,SAR,Saudi Riyal,3.6567,4/1/2019,8:00:31,,,
USD,MUR,Mauritius Rupee,33.75,4/1/2019,8:00:31,,,
USD,TRY,Turkish New Lira,5.2555,4/1/2019,8:00:31,,,
USD,AOA,Angola Kwanza,303.1259,4/1/2019,8:00:31,,,
USD,ARS,Argentine Peso,40.6148,4/1/2019,8:00:31,,,
USD,AWG,Aruba Guilder,1.7138,4/1/2019,8:00:31,,,
USD,AZN,Azerbaijan Manat,1.6111,4/1/2019,8:00:31,,,
USD,BHD,Bahraini Dinar,0.3682,4/1/2019,8:00:31,,,
USD,BAM,Bosnia & Herzagovina Mark,1.654,4/1/2019,8:00:31,,,
USD,BBD,Barbados Dollar,1.8833,4/1/2019,8:00:31,,,
USD,BDT,Bangladesh Taka,81.7681,4/1/2019,8:00:31,,,
USD,BGN,Bulgarian Lev,1.651,4/1/2019,8:00:31,,,
USD,CLP,Chilean Peso,648.7,4/1/2019,8:00:31,,,
USD,BIF,Burundi Franc,1742.5,4/1/2019,8:00:31,,,
USD,BMD,Bermudian Dollar,0.9511,4/1/2019,8:00:31,,,
USD,BND,Brunei Dollar,1.287,4/1/2019,8:00:31,,,
USD,BOB,Bolivian Boliviano,6.5245,4/1/2019,8:00:31,,,
USD,BRL,Brazilian Real,3.6922,4/1/2019,8:00:31,,,
USD,BSD,Bahamian Dollar,0.9511,4/1/2019,8:00:31,,,
USD,BTN,Bhutan Ngultram,65.797,4/1/2019,8:00:31,,,
USD,KWD,Kuwaiti Dinar,0.29551,4/1/2019,8:00:31,,,
USD,BZD,Belize Dollar,1.9248,4/1/2019,8:00:31,,,
USD,OMR,Omani Rial,0.37517,4/1/2019,8:00:31,,,
USD,PKR,Pakistan Rupee,136.6668,4/1/2019,8:00:31,,,
USD,CDF,Congolese Franc,1466.53,4/1/2019,8:00:31,,,
USD,COP,Colombian Peso,3026.2,4/1/2019,8:00:31,,,
USD,CRC,Costa Rican Colon,574.8,4/1/2019,8:00:31,,,
USD,QAR,Qatari Rial,3.5495,4/1/2019,8:00:31,,,
USD,CUP,Cuban Peso,0.9825,4/1/2019,8:00:31,,,
USD,CVE,Cape Verde Escaudo,93.08,4/1/2019,8:00:31,,,
USD,DJF,Djibouti Franc,168.4,4/1/2019,8:00:31,,,
USD,DOP,Dominican Peso,48.22,4/1/2019,8:00:31,,,
