USD,AUD,Australian Dollar,1.3781,3/1/2019,8:03:19,,
USD,CAD,Canadian Dollar,1.2965,3/1/2019,8:03:19,,
USD,CHF,Swiss Franc,0.9772,3/1/2019,8:03:19,,
USD,HUF,Hungarian Forint,271.1,3/1/2019,8:03:19,,
USD,CZK,Czech Koruna,21.962,3/1/2019,8:03:19,,
USD,DKK,Danish Kroner,6.4323,3/1/2019,8:03:19,,
USD,EUR,Euro,0.8624,3/1/2019,8:03:19,,
USD,FJD,Fiji Dollar,2.0514,3/1/2019,8:03:19,,
USD,GBP,British Pound,0.7402,3/1/2019,8:03:19,,
USD,HKD,Hong Kong Dollar,7.7125,3/1/2019,8:03:19,,
USD,MYR,Malaysian Ringgit,3.9019,3/1/2019,8:03:19,,
USD,JPY,Japanese Yen,109.02,3/1/2019,8:03:19,,
USD,MXN,Mexican Peso,18.8641,3/1/2019,8:03:19,,
USD,NOK,Norwegian Kroner,8.3833,3/1/2019,8:03:19,,
USD,NZD,New Zealand Dollar,1.4389,3/1/2019,8:03:19,,
USD,SEK,Swedish Kronor,9.0392,3/1/2019,8:03:19,,
USD,SGD,Singapore Dollar,1.3248,3/1/2019,8:03:19,,
USD,THB,Thai Baht,30.94,3/1/2019,8:03:19,,
USD,TND,Tunisian Dinar,2.9242,3/1/2019,8:03:19,,
USD,XPF,Central Polynesian Franc,101.8316,3/1/2019,8:03:19,,
USD,ZAR,South African Rand,13.7238,3/1/2019,8:03:19,,
USD,CNY,Chinese Renminbi Yuan,6.372,3/1/2019,8:03:19,,
USD,BWP,Botswana Pula,10.1595,3/1/2019,8:03:19,,
USD,MRU,Mauritanian Ouguiya,34.78,3/1/2019,8:03:19,,
USD,MVR,Maldives Rufiyaa,14.77,3/1/2019,8:03:19,,
USD,MWK,Malawi Kwacha,692.08,3/1/2019,8:03:19,,
USD,ECS,Ecuadorian Sucre,24526,3/1/2019,8:03:19,,
USD,EGP,Egyptian Pound,16.85362,3/1/2019,8:03:19,,
USD,IDR,Indonesian Rupiah,13708,3/1/2019,8:03:19,,
USD,ILS,Israeli Shekel,3.5318,3/1/2019,8:03:19,,
USD,INR,Indian Rupee,68.78,3/1/2019,8:03:19,,
USD,ISK,Iceland Krona,111.47,3/1/2019,8:03:19,,
