USD,USD,US Dollar,1,9/1/2017,8:02:18
USD,EUR,Euro,0.8277,9/1/2017,8:02:18
USD,GBP,British Pound,0.762,9/1/2017,8:02:18
USD,INR,Indian Rupee,61.38,9/1/2017,8:02:18
USD,AUD,Australian Dollar,1.2435,9/1/2017,8:02:18
USD,CAD,Canadian Dollar,1.2394,9/1/2017,8:02:18
USD,SGD,Singapore Dollar,1.3245,9/1/2017,8:02:18
USD,CHF,Swiss Franc,0.9475,9/1/2017,8:02:18
USD,MYR,Malaysian Ringgit,4.0559,9/1/2017,8:02:18
USD,JPY,Japanese Yen,108.27,9/1/2017,8:02:18
USD,CNY,Chinese Yuan Renminbi,6.2286,9/1/2017,8:02:18
USD,NZD,New Zealand Dollar,1.373,9/1/2017,8:02:18
USD,THB,Thai Baht,32.1,9/1/2017,8:02:18
USD,HUF,Hungarian Forint,249.93,9/1/2017,8:02:18
USD,AED,Emirati Dirham,3.5599,9/1/2017,8:02:18
USD,HKD,Hong Kong Dollar,7.6262,9/1/2017,8:02:18
USD,MXN,Mexican Peso,17.35991,9/1/2017,8:02:18
USD,ZAR,South African Rand,12.7025,9/1/2017,8:02:18
USD,PHP,Philippine Peso,49.3607,9/1/2017,8:02:18
USD,SEK,Swedish Krona,7.8388,9/1/2017,8:02:18
USD,IDR,Indonesian Rupiah,12876,9/1/2017,8:02:18
USD,SAR,Saudi Arabian Riyal,3.6285,9/1/2017,8:02:18
USD,BRL,Brazilian Real,2.9576,9/1/2017,8:02:18
USD,TRY,Turkish Lira,3.3543,9/1/2017,8:02:18
USD,KES,Kenyan Shilling,99.4,9/1/2017,8:02:18
USD,KRW,South Korean Won,1068.6,9/1/2017,8:02:18
USD,EGP,Egyptian Pound,16.77223,9/1/2017,8:02:18
USD,NOK,Norwegian Krone,7.6683,9/1/2017,8:02:18
USD,KWD,Kuwaiti Dinar,0.29065,9/1/2017,8:02:18
USD,RUB,Russian Ruble,55.098,9/1/2017,8:02:18
USD,DKK,Danish Krone,6.1475,9/1/2017,8:02:18
USD,PKR,Pakistani Rupee,101.3862,9/1/2017,8:02:18
USD,ILS,Israeli Shekel,3.4669,9/1/2017,8:02:18
USD,PLN,Polish Zloty,3.4805,9/1/2017,8:02:18
USD,QAR,Qatari Riyal,3.5223,9/1/2017,8:02:18
USD,OMR,Omani Rial,0.37208,9/1/2017,8:02:18
USD,COP,Colombian Peso,2782.63,9/1/2017,8:02:18
USD,CLP,Chilean Peso,592,9/1/2017,8:02:18
USD,TWD,Taiwan New Dollar,28.588,9/1/2017,8:02:18
USD,ARS,Argentine Peso,16.1935,9/1/2017,8:02:18
USD,CZK,Czech Koruna,21.347,9/1/2017,8:02:18
USD,VND,Vietnamese Dong,20901,9/1/2017,8:02:18
USD,MAD,Moroccan Dirham,9.0545,9/1/2017,8:02:18
USD,JOD,Jordanian Dinar,0.6829,9/1/2017,8:02:18
USD,BHD,Bahraini Dinar,0.3528,9/1/2017,8:02:18
USD,XOF,CFA Franc,534.07,9/1/2017,8:02:18
USD,LKR,Sri Lankan Rupee,147.59,9/1/2017,8:02:18
USD,NGN,Nigerian Naira,289.34,9/1/2017,8:02:18
USD,TND,Tunisian Dinar,2.3523,9/1/2017,8:02:18
USD,UGX,Ugandan Shilling,3473.2,9/1/2017,8:02:18
USD,RON,Romanian Leu,3.7459,9/1/2017,8:02:18
USD,BDT,Bangladeshi Taka,77.7213,9/1/2017,8:02:18
USD,PEN,Peruvian Sol,3.0976,9/1/2017,8:02:18
USD,GEL,Georgian Lari,2.2955,9/1/2017,8:02:18
USD,XAF,Central African CFA Franc BEAC,547.4,9/1/2017,8:02:18
USD,FJD,Fijian Dollar,1.9401,9/1/2017,8:02:18
USD,VEF,Venezuelan Bolívar,9.7754,9/1/2017,8:02:18
USD,HRK,Croatian Kuna,5.9646,9/1/2017,8:02:18
USD,UZS,Uzbekistani Som,3949.45,9/1/2017,8:02:18
USD,BGN,Bulgarian Lev,1.553,9/1/2017,8:02:18
USD,DZD,Algerian Dinar,105.499,9/1/2017,8:02:18
USD,IRR,Iranian Rial,32543.8,9/1/2017,8:02:18
USD,DOP,Dominican Peso,44.45,9/1/2017,8:02:18
USD,ISK,Icelandic Krona,97.61,9/1/2017,8:02:18
USD,CRC,Costa Rican Colon,545.14,9/1/2017,8:02:18
USD,SYP,Syrian Pound,504.7,9/1/2017,8:02:18
USD,LYD,Libyan Dinar,1.3319,9/1/2017,8:02:18
USD,JMD,Jamaican Dollar,121.331,9/1/2017,8:02:18
USD,MUR,Mauritian Rupee,31.35,9/1/2017,8:02:18
USD,GHS,Ghanaian Cedi,4.1618,9/1/2017,8:02:18
USD,AOA,Angolan Kwanza,151.8101,9/1/2017,8:02:18
USD,UYU,Uruguayan Peso,27.125,9/1/2017,8:02:18
USD,LBP,Lebanese Pound,1448.64,9/1/2017,8:02:18
USD,XPF,CFP Franc,96.4115,9/1/2017,8:02:18
USD,TTD,Trinidadian Dollar,6.4296,9/1/2017,8:02:18
USD,TZS,Tanzanian Shilling,2157,9/1/2017,8:02:18
USD,ALL,Albanian Lek,104.33,9/1/2017,8:02:18
USD,XCD,East Caribbean Dollar,2.5518,9/1/2017,8:02:18
USD,GTQ,Guatemalan Quetzal,6.8812,9/1/2017,8:02:18
USD,NPR,Nepalese Rupee,96.99,9/1/2017,8:02:18
USD,BOB,Bolivian Bolíviano,6.5122,9/1/2017,8:02:18
USD,BBD,Barbadian or Bajan Dollar,1.8954,9/1/2017,8:02:18
