USD,AUD,Australian Dollar,1.4953,2/1/2024,8:06:39,,0.668762121
USD,CAD,Canadian Dollar,1.3223,2/1/2024,8:06:39,,0.756258035
USD,CHF,Swiss Franc,0.8489,2/1/2024,8:06:39,,1.177995052
USD,HUF,Hungarian Forint,347.15,2/1/2024,8:06:39,,0.002880599
USD,CZK,Czech Koruna,22.468,2/1/2024,8:06:39,,0.044507744
USD,DKK,Danish Kroner,6.7685,2/1/2024,8:06:39,,0.147743222
USD,EUR,Euro,0.9081,2/1/2024,8:06:39,,1.101200308
USD,FJD,Fiji Dollar,2.1576,2/1/2024,8:06:39,,0.463477938
USD,GBP,British Pound,0.7759,2/1/2024,8:06:39,,1.28882588
USD,HKD,Hong Kong Dollar,7.6744,2/1/2024,8:06:39,,0.130303346
USD,MYR,Malaysian Ringgit,4.59,2/1/2024,8:06:39,,0.217864924
USD,JPY,Japanese Yen,145.47,2/1/2024,8:06:39,,0.00687427
USD,MXN,Mexican Peso,16.81557,2/1/2024,8:06:39,,0.059468695
USD,NOK,Norwegian Kroner,10.2946,2/1/2024,8:06:39,,0.097138306
USD,NZD,New Zealand Dollar,1.6075,2/1/2024,8:06:39,,0.622083981
USD,SEK,Swedish Kronor,10.2273,2/1/2024,8:06:39,,0.097777517
USD,SGD,Singapore Dollar,1.3147,2/1/2024,8:06:39,,0.760629801
USD,THB,Thai Baht,34.8,2/1/2024,8:06:39,,0.028735632
USD,TND,Tunisian Dinar,3.0161,2/1/2024,8:06:39,,0.331553994
USD,XPF,Central Polynesian Franc,106.0465,2/1/2024,8:06:39,,0.009429826
USD,ZAR,South African Rand,18.4001,2/1/2024,8:06:39,,0.054347531
USD,CNY,Chinese Renminbi Yuan,6.8385,2/1/2024,8:06:39,,0.146230899
USD,BWP,Botswana Pula,13.1513,2/1/2024,8:06:39,,0.07603811
USD,MRU,Mauritanian Ouguiya,38.71,2/1/2024,8:06:39,,0.025833118
USD,MVR,Maldives Rufiyaa,14.76,2/1/2024,8:06:39,,0.067750678
USD,EGP,Egyptian Pound,29.69953,2/1/2024,8:06:39,,0.033670567
USD,IDR,Indonesian Rupiah,15370,2/1/2024,8:06:39,,6.50618E-05
USD,ILS,Israeli Shekel,3.5572,2/1/2024,8:06:39,,0.281119982
USD,INR,Indian Rupee,80.59,2/1/2024,8:06:39,,0.012408487
USD,ISK,Iceland Krona,132.78,2/1/2024,8:06:39,,0.007531255
USD,ALL,Albanian Lek,89.5,2/1/2024,8:06:39,,0.011173184
USD,KRW,South Korean Won,1278.5,2/1/2024,8:06:39,,0.000782167
USD,MAD,Moroccan Dirham,9.735029,2/1/2024,8:06:39,,0.102721831
USD,AMD,Armenian Dram,384.66,2/1/2024,8:06:39,,0.002599698
USD,SCR,Seychelles Rupee,12.2724,2/1/2024,8:06:39,,0.081483654
USD,ANG,Netherlands Antilles Guilder,1.6829,2/1/2024,8:06:39,,0.594212372
USD,AED,Utd. Arab Emir. Dirham,3.5947,2/1/2024,8:06:39,,0.278187331
USD,SAR,Saudi Riyal,3.6633,2/1/2024,8:06:39,,0.272977916
USD,MUR,Mauritius Rupee,43.78,2/1/2024,8:06:39,,0.02284148
USD,TRY,Turkish New Lira,28.9831,2/1/2024,8:06:39,,0.034502865
USD,AOA,Angola Kwanza,810.0456,2/1/2024,8:06:39,,0.001234498
USD,ARS,Argentine Peso,679.2701,2/1/2024,8:06:39,,0.001472168
USD,AWG,Aruba Guilder,1.7443,2/1/2024,8:06:39,,0.573295878
USD,AZN,Azerbaijan Manat,1.6151,2/1/2024,8:06:39,,0.619156709
USD,BHD,Bahraini Dinar,0.3689,2/1/2024,8:06:39,,2.710761724
USD,BAM,Bosnia & Herzegovina Mark,1.7012,2/1/2024,8:06:39,,0.587820362
USD,BBD,Barbados Dollar,1.9137,2/1/2024,8:06:39,,0.522547944
USD,BDT,Bangladesh Taka,104.3441,2/1/2024,8:06:39,,0.009583676
USD,BGN,Bulgarian Lev,1.7616,2/1/2024,8:06:39,,0.567665758
USD,CLP,Chilean Peso,906.1,2/1/2024,8:06:39,,0.001103631
USD,BIF,Burundi Franc,2730.5,2/1/2024,8:06:39,,0.000366233
USD,BMD,Bermudian Dollar,0.9529,2/1/2024,8:06:39,,1.049428062
USD,BND,Brunei Dollar,1.274,2/1/2024,8:06:39,,0.784929356
USD,BOB,Bolivian Boliviano,6.5369,2/1/2024,8:06:39,,0.152977711
USD,BRL,Brazilian Real,4.6766,2/1/2024,8:06:39,,0.213830561
USD,BSD,Bahamian Dollar,0.9529,2/1/2024,8:06:39,,1.049428062
USD,BTN,Bhutan Ngultram,79.109,2/1/2024,8:06:39,,0.012640787
USD,KWD,Kuwaiti Dinar,0.29934,2/1/2024,8:06:39,,3.340682836
USD,BZD,Belize Dollar,1.9285,2/1/2024,8:06:39,,0.518537724
USD,OMR,Omani Rial,0.37586,2/1/2024,8:06:39,,2.660565104
USD,PKR,Pakistan Rupee,272.1973,2/1/2024,8:06:39,,0.003673806
USD,CDF,Congolese Franc,2474.2,2/1/2024,8:06:39,,0.000404171
USD,COP,Colombian Peso,3725.8,2/1/2024,8:06:39,,0.000268399
USD,CRC,Costa Rican Colon,493.44,2/1/2024,8:06:39,,0.002026589
USD,QAR,Qatari Rial,3.5602,2/1/2024,8:06:39,,0.280883096
USD,CUP,Cuban Peso,23.9997,2/1/2024,8:06:39,,0.041667188
USD,CVE,Cape Verde Escaudo,96.72,2/1/2024,8:06:39,,0.010339123
USD,DJF,Djibouti Franc,168.8,2/1/2024,8:06:39,,0.005924171
USD,DOP,Dominican Peso,56.24,2/1/2024,8:06:39,,0.017780939
USD,DZD,Algerian Dinar,129.207,2/1/2024,8:06:39,,0.007739519
USD,ERN,Eritrea Nakfa,13.92,2/1/2024,8:06:39,,0.07183908
USD,JOD,Jordanian Dinar,0.6855,2/1/2024,8:06:39,,1.458789205
USD,KES,Kenyan Shilling,156.07,2/1/2024,8:06:39,,0.006407381
USD,ETB,Ethiopia Birr,54.7042,2/1/2024,8:06:39,,0.018280132
USD,GEL,Georgian Lari,2.5364,2/1/2024,8:06:39,,0.394259581
USD,GMD,Gambian Dalasi,61.63,2/1/2024,8:06:39,,0.016225864
USD,GNF,Guinea Republic Franc,8060.2,2/1/2024,8:06:39,,0.000124066
USD,GTQ,Guatemalan Quetzal,7.4327,2/1/2024,8:06:39,,0.134540611
USD,PHP,Philippine Peso,54.7958,2/1/2024,8:06:39,,0.018249574
USD,PLN,Polish Zloty,3.9123,2/1/2024,8:06:39,,0.25560412
USD,GYD,Guyana Dollar,202.25,2/1/2024,8:06:39,,0.004944376
USD,HNL,Honduras Lempira,23.384,2/1/2024,8:06:39,,0.042764283
USD,SYP,Syrian Pound,12999.8699,2/1/2024,8:06:39,,7.69238E-05
USD,HTG,Haitian Gourde,121.989,2/1/2024,8:06:39,,0.00819746
USD,IRR,Iranian Rial,41999.5,2/1/2024,8:06:39,,2.38098E-05
USD,JMD,Jamaican Dollar,147.87,2/1/2024,8:06:39,,0.006762697
USD,KGS,Kyrgyzstan Som,84.676,2/1/2024,8:06:39,,0.011809722
USD,KHR,Cambodia Riel,3829,2/1/2024,8:06:39,,0.000261165
USD,KMF,Comoros Frans,435.6,2/1/2024,8:06:39,,0.002295684
USD,KPW,North Korean Won,129.99,2/1/2024,8:06:39,,0.007692899
USD,KYD,Cayman Island Dollar,0.7844,2/1/2024,8:06:39,,1.274859765
USD,KZT,Kazakhstan Tenge,430.27,2/1/2024,8:06:39,,0.002324122
USD,LAK,Laos Kip,19721,2/1/2024,8:06:39,,5.07074E-05
USD,LBP,Lebanese Pound,14572.83,2/1/2024,8:06:39,,6.86209E-05
USD,LKR,Sri Lanka Rupee,301.44,2/1/2024,8:06:39,,0.00331741
USD,LSL,Lesotho Malati,17.806,2/1/2024,8:06:39,,0.056160845
USD,LYD,Libyan Dinar,4.4335,2/1/2024,8:06:39,,0.22555543
USD,MDL,Moldovan Leu,17.1203,2/1/2024,8:06:39,,0.058410191
USD,MGA,Madagascar Ariary,4292.87,2/1/2024,8:06:39,,0.000232944
USD,MKD,Macedonia Denar,52.68,2/1/2024,8:06:39,,0.018982536
USD,MOP,Macau Pataca,7.6652,2/1/2024,8:06:39,,0.13045974
USD,NAD,Namibian Dollar,18.2966,2/1/2024,8:06:39,,0.054654963
USD,NGN,Nigerian Naira,837.35,2/1/2024,8:06:39,,0.001194244
USD,NIO,Nicaraguan Cordoba,34.57,2/1/2024,8:06:39,,0.028926815
USD,NPR,Nepalese Rupee,127.25,2/1/2024,8:06:39,,0.007858546
USD,PEN,Peruvian Nuevo Sol,3.6728,2/1/2024,8:06:39,,0.272271836
USD,PGK,Papua New Guinea Kina,3.5955,2/1/2024,8:06:39,,0.278125435
